Key: 7b7 		 Value: 25
Key: 714 		 Value: 22
Key: d39 		 Value: 30
Key: 831 		 Value: 24
Key: a81 		 Value: 26
Key: ad4 		 Value: 28
Key: d57 		 Value: 37
Key: 0c0 		 Value: 14
Key: 995 		 Value: 25
Key: 845 		 Value: 23
Key: b38 		 Value: 26
Key: 774 		 Value: 23
Key: 47c 		 Value: 26
Key: 76e 		 Value: 29
Key: d32 		 Value: 19
Key: 21f 		 Value: 35
Key: 69b 		 Value: 31
Key: a38 		 Value: 17
Key: e2a 		 Value: 20
Key: b5e 		 Value: 25
Key: a04 		 Value: 30
Key: af8 		 Value: 19
Key: ba6 		 Value: 28
Key: abd 		 Value: 26
Key: f62 		 Value: 15
Key: 807 		 Value: 22
Key: 867 		 Value: 24
Key: 7ef 		 Value: 24
Key: 312 		 Value: 26
Key: 384 		 Value: 24
Key: 937 		 Value: 27
Key: 1cd 		 Value: 18
Key: 9d0 		 Value: 24
Key: b76 		 Value: 25
Key: d3b 		 Value: 20
Key: 204 		 Value: 21
Key: e37 		 Value: 21
Key: 1af 		 Value: 36
Key: 2c9 		 Value: 19
Key: 2a4 		 Value: 25
Key: 9ae 		 Value: 26
Key: 51e 		 Value: 23
Key: 0ad 		 Value: 25
Key: 853 		 Value: 21
Key: 320 		 Value: 25
Key: 525 		 Value: 26
Key: a55 		 Value: 32
Key: 748 		 Value: 29
Key: f0a 		 Value: 26
Key: 326 		 Value: 25
Key: 0a1 		 Value: 19
Key: 632 		 Value: 19
Key: 7f6 		 Value: 22
Key: e9a 		 Value: 28
Key: bff 		 Value: 17
Key: fd1 		 Value: 29
Key: 8fc 		 Value: 25
Key: 770 		 Value: 27
Key: 89a 		 Value: 25
Key: b9d 		 Value: 18
Key: ba0 		 Value: 24
Key: caa 		 Value: 25
Key: 974 		 Value: 22
Key: 0bb 		 Value: 35
Key: 0c3 		 Value: 23
Key: 66d 		 Value: 33
Key: a41 		 Value: 18
Key: 970 		 Value: 19
Key: c13 		 Value: 20
Key: 763 		 Value: 15
Key: 256 		 Value: 21
Key: a3d 		 Value: 26
Key: fd3 		 Value: 21
Key: a66 		 Value: 27
Key: a1e 		 Value: 28
Key: 3cc 		 Value: 20
Key: a05 		 Value: 30
Key: f00 		 Value: 23
Key: 5b9 		 Value: 24
Key: cd0 		 Value: 25
Key: 859 		 Value: 19
Key: a1a 		 Value: 33
Key: 031 		 Value: 27
Key: 244 		 Value: 23
Key: 18b 		 Value: 17
Key: fb5 		 Value: 20
Key: 702 		 Value: 22
Key: c5c 		 Value: 33
Key: 452 		 Value: 24
Key: 444 		 Value: 27
Key: 818 		 Value: 23
Key: d4a 		 Value: 18
Key: bd0 		 Value: 26
Key: 123 		 Value: 27
Key: 3d4 		 Value: 27
Key: c49 		 Value: 25
Key: f9d 		 Value: 19
Key: 501 		 Value: 22
Key: c0c 		 Value: 32
Key: fd2 		 Value: 30
Key: baa 		 Value: 24
Key: 4c8 		 Value: 25
Key: 586 		 Value: 24
Key: 432 		 Value: 21
Key: 26f 		 Value: 18
Key: b5d 		 Value: 27
Key: 923 		 Value: 31
Key: 343 		 Value: 24
Key: 243 		 Value: 29
Key: cae 		 Value: 24
Key: 2f8 		 Value: 23
Key: 28d 		 Value: 15
Key: e38 		 Value: 22
Key: b26 		 Value: 27
Key: 448 		 Value: 19
Key: ba3 		 Value: 25
Key: 939 		 Value: 20
Key: 868 		 Value: 20
Key: 611 		 Value: 24
Key: 081 		 Value: 25
Key: df9 		 Value: 20
Key: af2 		 Value: 19
Key: 0db 		 Value: 16
Key: f6d 		 Value: 25
Key: 9f6 		 Value: 30
Key: be2 		 Value: 24
Key: 7f5 		 Value: 33
Key: cb1 		 Value: 23
Key: 5f8 		 Value: 20
Key: 7f3 		 Value: 21
Key: 30a 		 Value: 40
Key: c77 		 Value: 28
Key: 88f 		 Value: 21
Key: fe5 		 Value: 15
Key: d4e 		 Value: 29
Key: 008 		 Value: 16
Key: 710 		 Value: 29
Key: 0e9 		 Value: 24
Key: 044 		 Value: 26
Key: c42 		 Value: 24
Key: 316 		 Value: 16
Key: 7d4 		 Value: 22
Key: 609 		 Value: 13
Key: 1b9 		 Value: 16
Key: a39 		 Value: 30
Key: adf 		 Value: 23
Key: 9a4 		 Value: 32
Key: 1dd 		 Value: 16
Key: a88 		 Value: 21
Key: b57 		 Value: 26
Key: 630 		 Value: 23
Key: c79 		 Value: 17
Key: 727 		 Value: 30
Key: 4a2 		 Value: 26
Key: beb 		 Value: 20
Key: f81 		 Value: 16
Key: af4 		 Value: 19
Key: a86 		 Value: 20
Key: e33 		 Value: 22
Key: db8 		 Value: 23
Key: 67d 		 Value: 28
Key: 126 		 Value: 20
Key: 9c9 		 Value: 20
Key: 362 		 Value: 21
Key: 6c5 		 Value: 17
Key: 3e8 		 Value: 24
Key: 09d 		 Value: 23
Key: b23 		 Value: 34
Key: d26 		 Value: 25
Key: 825 		 Value: 20
Key: 213 		 Value: 29
Key: f8a 		 Value: 23
Key: 012 		 Value: 19
Key: 5d7 		 Value: 24
Key: 217 		 Value: 24
Key: 05e 		 Value: 17
Key: f0d 		 Value: 32
Key: 9e3 		 Value: 30
Key: 6da 		 Value: 31
Key: 928 		 Value: 26
Key: 5f3 		 Value: 20
Key: a83 		 Value: 18
Key: d09 		 Value: 33
Key: e79 		 Value: 22
Key: bc8 		 Value: 24
Key: 90d 		 Value: 19
Key: 504 		 Value: 26
Key: 2db 		 Value: 29
Key: eae 		 Value: 24
Key: c32 		 Value: 24
Key: 1ad 		 Value: 30
Key: 830 		 Value: 20
Key: 378 		 Value: 23
Key: 986 		 Value: 16
Key: 22e 		 Value: 26
Key: 5ab 		 Value: 27
Key: 295 		 Value: 24
Key: fce 		 Value: 29
Key: 1a6 		 Value: 14
Key: 546 		 Value: 28
Key: c0b 		 Value: 19
Key: fdb 		 Value: 20
Key: 1a7 		 Value: 25
Key: ba2 		 Value: 24
Key: fb4 		 Value: 31
Key: edc 		 Value: 26
Key: 40c 		 Value: 27
Key: 082 		 Value: 25
Key: a6e 		 Value: 26
Key: 97a 		 Value: 18
Key: b1a 		 Value: 17
Key: e1c 		 Value: 18
Key: 6d7 		 Value: 28
Key: 4fd 		 Value: 20
Key: 29c 		 Value: 33
Key: 50a 		 Value: 20
Key: 21e 		 Value: 33
Key: b65 		 Value: 23
Key: 431 		 Value: 23
Key: 38d 		 Value: 17
Key: 16e 		 Value: 22
Key: 2b1 		 Value: 20
Key: 9f2 		 Value: 14
Key: 9e6 		 Value: 24
Key: bbe 		 Value: 27
Key: 9b9 		 Value: 21
Key: d6a 		 Value: 28
Key: 12f 		 Value: 24
Key: 820 		 Value: 27
Key: 5c2 		 Value: 16
Key: feb 		 Value: 20
Key: f48 		 Value: 31
Key: 009 		 Value: 21
Key: c6b 		 Value: 24
Key: bae 		 Value: 21
Key: f42 		 Value: 22
Key: 83d 		 Value: 28
Key: a71 		 Value: 21
Key: b2f 		 Value: 23
Key: 6bd 		 Value: 25
Key: 70e 		 Value: 19
Key: 93c 		 Value: 17
Key: b34 		 Value: 28
Key: 052 		 Value: 34
Key: 7a1 		 Value: 25
Key: 676 		 Value: 29
Key: 8f3 		 Value: 23
Key: bb6 		 Value: 22
Key: b07 		 Value: 28
Key: ce1 		 Value: 28
Key: 72c 		 Value: 23
Key: 7d0 		 Value: 19
Key: ef4 		 Value: 26
Key: 1a9 		 Value: 27
Key: 534 		 Value: 25
Key: 917 		 Value: 15
Key: 6f2 		 Value: 23
Key: 999 		 Value: 32
Key: e12 		 Value: 31
Key: 6a3 		 Value: 22
Key: 966 		 Value: 30
Key: 69d 		 Value: 20
Key: 82a 		 Value: 21
Key: f13 		 Value: 19
Key: 1c7 		 Value: 17
Key: 990 		 Value: 22
Key: df4 		 Value: 23
Key: 197 		 Value: 29
Key: 487 		 Value: 22
Key: d40 		 Value: 25
Key: 5de 		 Value: 21
Key: 138 		 Value: 23
Key: 5a9 		 Value: 36
Key: 346 		 Value: 20
Key: 140 		 Value: 26
Key: 1d4 		 Value: 25
Key: 04c 		 Value: 18
Key: 221 		 Value: 17
Key: d53 		 Value: 35
Key: a9f 		 Value: 21
Key: 926 		 Value: 31
Key: 34c 		 Value: 33
Key: b4c 		 Value: 30
Key: 68e 		 Value: 26
Key: e82 		 Value: 27
Key: 5ba 		 Value: 23
Key: e0a 		 Value: 32
Key: 756 		 Value: 26
Key: 7e2 		 Value: 19
Key: 5ec 		 Value: 33
Key: af9 		 Value: 29
Key: 25b 		 Value: 28
Key: 829 		 Value: 20
Key: 771 		 Value: 22
Key: 4cd 		 Value: 30
Key: 093 		 Value: 26
Key: 189 		 Value: 25
Key: 06d 		 Value: 23
Key: 4ab 		 Value: 20
Key: c7f 		 Value: 29
Key: 60f 		 Value: 24
Key: b7a 		 Value: 27
Key: 6de 		 Value: 17
Key: a23 		 Value: 31
Key: c0e 		 Value: 18
Key: 8f2 		 Value: 19
Key: dfa 		 Value: 22
Key: 663 		 Value: 25
Key: 407 		 Value: 36
Key: 3fe 		 Value: 28
Key: 580 		 Value: 25
Key: 183 		 Value: 23
Key: 0f6 		 Value: 31
Key: f49 		 Value: 22
Key: 74a 		 Value: 14
Key: 144 		 Value: 27
Key: bee 		 Value: 29
Key: 961 		 Value: 18
Key: c72 		 Value: 30
Key: 77f 		 Value: 26
Key: 76b 		 Value: 20
Key: 16d 		 Value: 27
Key: 52f 		 Value: 23
Key: 70f 		 Value: 26
Key: aa1 		 Value: 24
Key: 596 		 Value: 25
Key: 207 		 Value: 18
Key: 4ac 		 Value: 21
Key: 578 		 Value: 24
Key: f16 		 Value: 22
Key: ff4 		 Value: 23
Key: dcf 		 Value: 20
Key: be0 		 Value: 20
Key: 2c3 		 Value: 25
Key: 072 		 Value: 12
Key: 576 		 Value: 22
Key: 0b3 		 Value: 29
Key: d43 		 Value: 19
Key: 22a 		 Value: 21
Key: b0e 		 Value: 29
Key: 946 		 Value: 27
Key: 0e6 		 Value: 28
Key: 1fd 		 Value: 25
Key: 108 		 Value: 19
Key: b0a 		 Value: 26
Key: 2b2 		 Value: 24
Key: 996 		 Value: 26
Key: a18 		 Value: 18
Key: c7d 		 Value: 25
Key: 589 		 Value: 23
Key: ca2 		 Value: 26
Key: 5dc 		 Value: 9
Key: 49a 		 Value: 35
Key: c91 		 Value: 25
Key: 025 		 Value: 25
Key: 517 		 Value: 22
Key: 371 		 Value: 25
Key: 411 		 Value: 16
Key: e6f 		 Value: 31
Key: c50 		 Value: 21
Key: 650 		 Value: 25
Key: 4c0 		 Value: 23
Key: 31d 		 Value: 25
Key: ab6 		 Value: 18
Key: 330 		 Value: 29
Key: e4e 		 Value: 24
Key: faa 		 Value: 30
Key: db4 		 Value: 22
Key: c38 		 Value: 17
Key: bd7 		 Value: 22
Key: 43f 		 Value: 28
Key: 4b4 		 Value: 17
Key: cbd 		 Value: 22
Key: 061 		 Value: 22
Key: 9da 		 Value: 23
Key: b18 		 Value: 14
Key: 7c1 		 Value: 32
Key: 981 		 Value: 30
Key: 9ef 		 Value: 16
Key: 836 		 Value: 25
Key: 58b 		 Value: 34
Key: 71a 		 Value: 22
Key: 4c6 		 Value: 26
Key: 95d 		 Value: 29
Key: e13 		 Value: 16
Key: 188 		 Value: 21
Key: 3e6 		 Value: 22
Key: 7fd 		 Value: 30
Key: ecf 		 Value: 19
Key: 9c3 		 Value: 30
Key: 672 		 Value: 18
Key: 605 		 Value: 21
Key: 32c 		 Value: 30
Key: 06b 		 Value: 18
Key: 57d 		 Value: 20
Key: 4f3 		 Value: 23
Key: db6 		 Value: 26
Key: 68f 		 Value: 26
Key: f6b 		 Value: 34
Key: e60 		 Value: 23
Key: 490 		 Value: 23
Key: d5a 		 Value: 23
Key: d60 		 Value: 25
Key: e2f 		 Value: 19
Key: 2cd 		 Value: 33
Key: de8 		 Value: 25
Key: 357 		 Value: 23
Key: 66b 		 Value: 30
Key: a7c 		 Value: 31
Key: 1eb 		 Value: 26
Key: c17 		 Value: 19
Key: ad5 		 Value: 32
Key: c48 		 Value: 19
Key: 30e 		 Value: 22
Key: c4b 		 Value: 20
Key: 105 		 Value: 27
Key: 92f 		 Value: 24
Key: 738 		 Value: 20
Key: 30d 		 Value: 17
Key: b39 		 Value: 26
Key: 3a8 		 Value: 24
Key: e50 		 Value: 27
Key: a19 		 Value: 24
Key: 668 		 Value: 19
Key: 726 		 Value: 18
Key: 701 		 Value: 16
Key: a47 		 Value: 23
Key: c67 		 Value: 30
Key: 25c 		 Value: 25
Key: ece 		 Value: 16
Key: 0da 		 Value: 28
Key: 7c7 		 Value: 28
Key: 132 		 Value: 27
Key: 1c0 		 Value: 23
Key: d84 		 Value: 30
Key: 2fa 		 Value: 21
Key: e18 		 Value: 16
Key: 6b3 		 Value: 25
Key: e6b 		 Value: 35
Key: 3a9 		 Value: 18
Key: bc9 		 Value: 11
Key: f69 		 Value: 18
Key: d90 		 Value: 32
Key: 441 		 Value: 26
Key: b55 		 Value: 23
Key: e66 		 Value: 22
Key: 554 		 Value: 25
Key: 6ac 		 Value: 20
Key: 128 		 Value: 18
Key: f86 		 Value: 32
Key: cb5 		 Value: 28
Key: efc 		 Value: 18
Key: bc1 		 Value: 21
Key: 0b4 		 Value: 30
Key: 81c 		 Value: 29
Key: cf3 		 Value: 27
Key: 544 		 Value: 16
Key: e8d 		 Value: 27
Key: d9c 		 Value: 22
Key: 92d 		 Value: 26
Key: 060 		 Value: 24
Key: 612 		 Value: 22
Key: df8 		 Value: 27
Key: a3e 		 Value: 26
Key: c2d 		 Value: 21
Key: 2e5 		 Value: 30
Key: 11c 		 Value: 19
Key: f61 		 Value: 35
Key: 3e9 		 Value: 32
Key: 48b 		 Value: 23
Key: a15 		 Value: 28
Key: 88a 		 Value: 17
Key: a1d 		 Value: 20
Key: 819 		 Value: 21
Key: ddc 		 Value: 21
Key: 8c8 		 Value: 26
Key: c15 		 Value: 21
Key: 97e 		 Value: 23
Key: f04 		 Value: 21
Key: bd5 		 Value: 21
Key: 8b7 		 Value: 13
Key: 653 		 Value: 23
Key: e2d 		 Value: 17
Key: 2fb 		 Value: 24
Key: 317 		 Value: 22
Key: bad 		 Value: 27
Key: ae5 		 Value: 12
Key: 902 		 Value: 22
Key: 703 		 Value: 32
Key: fcc 		 Value: 20
Key: ccc 		 Value: 21
Key: 2d6 		 Value: 18
Key: 129 		 Value: 24
Key: d68 		 Value: 31
Key: f5d 		 Value: 25
Key: 7ce 		 Value: 19
Key: 8a7 		 Value: 17
Key: ee4 		 Value: 21
Key: 338 		 Value: 23
Key: 8ff 		 Value: 34
Key: 64a 		 Value: 21
Key: d11 		 Value: 19
Key: e04 		 Value: 24
Key: 311 		 Value: 22
Key: 084 		 Value: 31
Key: f53 		 Value: 24
Key: 165 		 Value: 20
Key: 86f 		 Value: 34
Key: 656 		 Value: 34
Key: 1e6 		 Value: 29
Key: edb 		 Value: 21
Key: d71 		 Value: 23
Key: 5f0 		 Value: 27
Key: f9c 		 Value: 32
Key: 281 		 Value: 25
Key: 203 		 Value: 21
Key: 6db 		 Value: 17
Key: 2f5 		 Value: 19
Key: 8ad 		 Value: 22
Key: 00e 		 Value: 20
Key: 5f1 		 Value: 19
Key: 236 		 Value: 24
Key: 088 		 Value: 28
Key: 549 		 Value: 24
Key: b8a 		 Value: 30
Key: f5c 		 Value: 31
Key: 957 		 Value: 23
Key: aad 		 Value: 23
Key: e07 		 Value: 18
Key: 219 		 Value: 31
Key: 624 		 Value: 20
Key: 545 		 Value: 20
Key: d79 		 Value: 23
Key: c7c 		 Value: 22
Key: 6b6 		 Value: 16
Key: e62 		 Value: 24
Key: 4bd 		 Value: 26
Key: f0e 		 Value: 17
Key: f37 		 Value: 17
Key: 680 		 Value: 16
Key: bfe 		 Value: 20
Key: fe6 		 Value: 20
Key: 679 		 Value: 27
Key: 82d 		 Value: 28
Key: 896 		 Value: 22
Key: a84 		 Value: 27
Key: 49c 		 Value: 21
Key: bba 		 Value: 27
Key: 153 		 Value: 23
Key: fc4 		 Value: 42
Key: d14 		 Value: 19
Key: 1d2 		 Value: 23
Key: 0f7 		 Value: 27
Key: c60 		 Value: 26
Key: 2e3 		 Value: 23
Key: ab8 		 Value: 25
Key: 6cf 		 Value: 25
Key: ada 		 Value: 36
Key: 786 		 Value: 24
Key: f21 		 Value: 21
Key: 78c 		 Value: 27
Key: 1c6 		 Value: 20
Key: 067 		 Value: 17
Key: a24 		 Value: 30
Key: bbf 		 Value: 22
Key: 54f 		 Value: 30
Key: 11e 		 Value: 26
Key: f8d 		 Value: 24
Key: f36 		 Value: 18
Key: cc8 		 Value: 14
Key: 712 		 Value: 18
Key: b85 		 Value: 22
Key: 0e8 		 Value: 24
Key: b82 		 Value: 21
Key: 2ab 		 Value: 25
Key: d31 		 Value: 25
Key: d06 		 Value: 25
Key: eb4 		 Value: 21
Key: a1c 		 Value: 23
Key: d8a 		 Value: 13
Key: 67b 		 Value: 19
Key: 7c0 		 Value: 25
Key: 377 		 Value: 23
Key: 96d 		 Value: 25
Key: 4fc 		 Value: 21
Key: 852 		 Value: 27
Key: a4f 		 Value: 17
Key: e97 		 Value: 22
Key: 171 		 Value: 27
Key: 0de 		 Value: 18
Key: 160 		 Value: 17
Key: 477 		 Value: 24
Key: 673 		 Value: 27
Key: ac3 		 Value: 28
Key: 0a8 		 Value: 28
Key: 404 		 Value: 30
Key: 200 		 Value: 15
Key: 1f2 		 Value: 32
Key: 0e7 		 Value: 23
Key: f7e 		 Value: 26
Key: f3f 		 Value: 19
Key: ec8 		 Value: 22
Key: ffd 		 Value: 32
Key: 80c 		 Value: 27
Key: f22 		 Value: 22
Key: 9d8 		 Value: 19
Key: 4ce 		 Value: 26
Key: 6ca 		 Value: 28
Key: 87b 		 Value: 17
Key: 47f 		 Value: 29
Key: b21 		 Value: 18
Key: 3b0 		 Value: 17
Key: 7cb 		 Value: 20
Key: ca9 		 Value: 24
Key: ff0 		 Value: 26
Key: 092 		 Value: 28
Key: 9bc 		 Value: 27
Key: d18 		 Value: 35
Key: e4d 		 Value: 21
Key: 789 		 Value: 22
Key: c93 		 Value: 25
Key: 92a 		 Value: 27
Key: ef6 		 Value: 26
Key: 2ee 		 Value: 26
Key: 6be 		 Value: 25
Key: 0f1 		 Value: 34
Key: 041 		 Value: 23
Key: 086 		 Value: 24
Key: fb3 		 Value: 32
Key: d5c 		 Value: 22
Key: 4d4 		 Value: 28
Key: 6d9 		 Value: 21
Key: 22c 		 Value: 22
Key: 7bc 		 Value: 15
Key: 48e 		 Value: 21
Key: e40 		 Value: 21
Key: af3 		 Value: 34
Key: 0df 		 Value: 30
Key: 3e0 		 Value: 26
Key: b06 		 Value: 21
Key: b59 		 Value: 24
Key: c5e 		 Value: 28
Key: dde 		 Value: 19
Key: 0b7 		 Value: 23
Key: 13f 		 Value: 28
Key: 976 		 Value: 22
Key: c05 		 Value: 22
Key: e92 		 Value: 21
Key: 11b 		 Value: 33
Key: 606 		 Value: 30
Key: ebf 		 Value: 30
Key: 9a6 		 Value: 25
Key: e39 		 Value: 26
Key: 6c1 		 Value: 33
Key: 886 		 Value: 23
Key: 877 		 Value: 26
Key: a57 		 Value: 16
Key: 8d6 		 Value: 15
Key: ff2 		 Value: 20
Key: a6b 		 Value: 25
Key: 8ab 		 Value: 25
Key: 73b 		 Value: 25
Key: ad0 		 Value: 19
Key: c2e 		 Value: 22
Key: 4b6 		 Value: 33
Key: 01c 		 Value: 30
Key: 972 		 Value: 21
Key: 78e 		 Value: 25
Key: dbc 		 Value: 16
Key: c07 		 Value: 23
Key: 5e2 		 Value: 21
Key: 9fa 		 Value: 26
Key: 062 		 Value: 34
Key: ba9 		 Value: 26
Key: e95 		 Value: 23
Key: 2d0 		 Value: 21
Key: 429 		 Value: 22
Key: dd1 		 Value: 24
Key: f27 		 Value: 18
Key: e08 		 Value: 31
Key: e44 		 Value: 26
Key: 53e 		 Value: 18
Key: 64e 		 Value: 19
Key: 09c 		 Value: 25
Key: b4a 		 Value: 21
Key: e3d 		 Value: 29
Key: 637 		 Value: 18
Key: 2d4 		 Value: 32
Key: 9f8 		 Value: 15
Key: 7cc 		 Value: 22
Key: 20b 		 Value: 15
Key: d9d 		 Value: 14
Key: 95c 		 Value: 30
Key: e6c 		 Value: 28
Key: c88 		 Value: 24
Key: 426 		 Value: 15
Key: e84 		 Value: 33
Key: 834 		 Value: 25
Key: 9b7 		 Value: 23
Key: 23f 		 Value: 26
Key: be4 		 Value: 27
Key: 7aa 		 Value: 24
Key: bc4 		 Value: 26
Key: 08c 		 Value: 25
Key: 618 		 Value: 19
Key: 7e7 		 Value: 28
Key: 5ca 		 Value: 35
Key: b49 		 Value: 25
Key: bca 		 Value: 27
Key: d0e 		 Value: 16
Key: 1b0 		 Value: 15
Key: f5f 		 Value: 23
Key: 950 		 Value: 24
Key: 38f 		 Value: 25
Key: 004 		 Value: 25
Key: f6f 		 Value: 15
Key: 655 		 Value: 32
Key: 5e6 		 Value: 22
Key: 482 		 Value: 19
Key: 8f9 		 Value: 21
Key: 841 		 Value: 22
Key: aaf 		 Value: 16
Key: ea9 		 Value: 25
Key: b36 		 Value: 25
Key: 17d 		 Value: 18
Key: 698 		 Value: 20
Key: 916 		 Value: 19
Key: 360 		 Value: 19
Key: 413 		 Value: 27
Key: c62 		 Value: 21
Key: 1d1 		 Value: 16
Key: 658 		 Value: 29
Key: bf6 		 Value: 16
Key: 951 		 Value: 23
Key: 3d0 		 Value: 25
Key: 212 		 Value: 15
Key: a96 		 Value: 16
Key: bdd 		 Value: 30
Key: f0f 		 Value: 24
Key: 63e 		 Value: 30
Key: cc1 		 Value: 20
Key: 909 		 Value: 21
Key: 053 		 Value: 30
Key: 307 		 Value: 28
Key: 2c1 		 Value: 24
Key: 1f6 		 Value: 23
Key: c26 		 Value: 32
Key: 1d0 		 Value: 17
Key: 2ba 		 Value: 24
Key: 860 		 Value: 24
Key: ac7 		 Value: 23
Key: 97b 		 Value: 28
Key: efa 		 Value: 19
Key: 7a5 		 Value: 28
Key: ec0 		 Value: 33
Key: 718 		 Value: 24
Key: 3ac 		 Value: 24
Key: 931 		 Value: 17
Key: 2d1 		 Value: 22
Key: 95e 		 Value: 27
Key: b6c 		 Value: 11
Key: 599 		 Value: 18
Key: 7da 		 Value: 17
Key: 6df 		 Value: 20
Key: e59 		 Value: 24
Key: a63 		 Value: 13
Key: 8fe 		 Value: 30
Key: 1d6 		 Value: 22
Key: dc3 		 Value: 26
Key: 6e5 		 Value: 15
Key: bcd 		 Value: 20
Key: aa5 		 Value: 16
Key: 1c2 		 Value: 19
Key: 3bd 		 Value: 23
Key: c76 		 Value: 23
Key: b25 		 Value: 17
Key: 602 		 Value: 29
Key: 478 		 Value: 27
Key: c89 		 Value: 38
Key: 7f8 		 Value: 31
Key: b74 		 Value: 18
Key: 1a4 		 Value: 27
Key: 8a2 		 Value: 22
Key: 3a4 		 Value: 22
Key: 14d 		 Value: 27
Key: 903 		 Value: 20
Key: 02b 		 Value: 17
Key: 5aa 		 Value: 19
Key: 024 		 Value: 25
Key: 075 		 Value: 22
Key: 12a 		 Value: 27
Key: 7e3 		 Value: 22
Key: af7 		 Value: 31
Key: 4ea 		 Value: 18
Key: 04e 		 Value: 23
Key: 07f 		 Value: 29
Key: 15c 		 Value: 28
Key: 017 		 Value: 19
Key: 98b 		 Value: 22
Key: 9c5 		 Value: 38
Key: c2c 		 Value: 17
Key: fd7 		 Value: 25
Key: 492 		 Value: 19
Key: 503 		 Value: 24
Key: ede 		 Value: 30
Key: a02 		 Value: 25
Key: 1c1 		 Value: 21
Key: d24 		 Value: 23
Key: 9f1 		 Value: 25
Key: efe 		 Value: 20
Key: 55d 		 Value: 31
Key: c41 		 Value: 21
Key: 3b5 		 Value: 23
Key: c58 		 Value: 28
Key: 6cd 		 Value: 23
Key: b48 		 Value: 23
Key: cd4 		 Value: 28
Key: d2f 		 Value: 30
Key: 73a 		 Value: 23
Key: fc2 		 Value: 21
Key: 983 		 Value: 23
Key: ded 		 Value: 18
Key: d8d 		 Value: 26
Key: 3dd 		 Value: 21
Key: 567 		 Value: 17
Key: 2a9 		 Value: 18
Key: bf7 		 Value: 26
Key: 5e4 		 Value: 22
Key: 228 		 Value: 19
Key: 340 		 Value: 21
Key: 846 		 Value: 32
Key: 491 		 Value: 23
Key: c84 		 Value: 26
Key: 3df 		 Value: 21
Key: 488 		 Value: 26
Key: ec2 		 Value: 31
Key: 80d 		 Value: 29
Key: 2f4 		 Value: 19
Key: 5b1 		 Value: 18
Key: eb5 		 Value: 37
Key: 237 		 Value: 20
Key: de5 		 Value: 19
Key: 4a4 		 Value: 21
Key: de3 		 Value: 28
Key: 6b7 		 Value: 25
Key: 93f 		 Value: 21
Key: 6fd 		 Value: 21
Key: c37 		 Value: 23
Key: 4e1 		 Value: 34
Key: 56b 		 Value: 19
Key: e0b 		 Value: 22
Key: c9b 		 Value: 26
Key: e85 		 Value: 31
Key: ca1 		 Value: 27
Key: f23 		 Value: 18
Key: d7d 		 Value: 27
Key: faf 		 Value: 17
Key: ed0 		 Value: 26
Key: 98c 		 Value: 22
Key: 571 		 Value: 28
Key: fa3 		 Value: 10
Key: a54 		 Value: 34
Key: da1 		 Value: 19
Key: 4c3 		 Value: 23
Key: ecb 		 Value: 25
Key: 313 		 Value: 27
Key: 462 		 Value: 19
Key: 3e1 		 Value: 27
Key: 5be 		 Value: 26
Key: 209 		 Value: 25
Key: 273 		 Value: 28
Key: e8e 		 Value: 27
Key: acd 		 Value: 19
Key: 41d 		 Value: 20
Key: f78 		 Value: 22
Key: c12 		 Value: 19
Key: cfd 		 Value: 23
Key: 39d 		 Value: 35
Key: 662 		 Value: 17
Key: db3 		 Value: 23
Key: cf1 		 Value: 23
Key: 919 		 Value: 22
Key: 37d 		 Value: 24
Key: 405 		 Value: 21
Key: 7ba 		 Value: 18
Key: d72 		 Value: 23
Key: e1e 		 Value: 26
Key: 59f 		 Value: 22
Key: f58 		 Value: 24
Key: 904 		 Value: 24
Key: 414 		 Value: 13
Key: 248 		 Value: 30
Key: bf9 		 Value: 25
Key: d65 		 Value: 27
Key: d62 		 Value: 17
Key: 3fd 		 Value: 29
Key: 1ae 		 Value: 21
Key: adc 		 Value: 19
Key: e10 		 Value: 19
Key: 912 		 Value: 21
Key: 1d5 		 Value: 21
Key: 2e8 		 Value: 29
Key: 665 		 Value: 28
Key: f4d 		 Value: 31
Key: 81b 		 Value: 23
Key: dfe 		 Value: 16
Key: 813 		 Value: 21
Key: 3f9 		 Value: 21
Key: 1a2 		 Value: 22
Key: 6c9 		 Value: 15
Key: bec 		 Value: 20
Key: a48 		 Value: 35
Key: 3a0 		 Value: 20
Key: f1e 		 Value: 23
Key: 4b2 		 Value: 26
Key: 7bd 		 Value: 18
Key: 96c 		 Value: 13
Key: e3b 		 Value: 30
Key: 5db 		 Value: 17
Key: 80a 		 Value: 25
Key: c9e 		 Value: 23
Key: 533 		 Value: 24
Key: e72 		 Value: 28
Key: c9f 		 Value: 21
Key: 652 		 Value: 21
Key: a13 		 Value: 16
Key: 301 		 Value: 18
Key: 2a6 		 Value: 21
Key: f09 		 Value: 27
Key: 427 		 Value: 21
Key: 5e9 		 Value: 25
Key: 5cf 		 Value: 25
Key: b32 		 Value: 19
Key: 37c 		 Value: 26
Key: 135 		 Value: 24
Key: a99 		 Value: 23
Key: 3c9 		 Value: 29
Key: 8e5 		 Value: 20
Key: 86a 		 Value: 22
Key: 059 		 Value: 22
Key: ec4 		 Value: 24
Key: 1fb 		 Value: 20
Key: 6ee 		 Value: 20
Key: 2b8 		 Value: 35
Key: e26 		 Value: 17
Key: 8af 		 Value: 28
Key: 2e0 		 Value: 17
Key: d5f 		 Value: 25
